ID;Ort;f1;f2;f3_1;f3_2;f3_3;f3_4;f3_5;f3_6;f3_7;f3_8;f3_9;f3_10;f3_11;f3_txt_val;f3_txt;f4_1;f4_2;f4_3;f4_4;f4_5;f4_6;f4_7;f4_8;f4_9;f4_10;f4_11;f4_12;f4_13;f4_14;f4_txt_val;f4_txt;f5_1;f5_2;f5_3;f5_4;f5_5;f5_6;f5_7;f5_8;f5_9;f5_10;f5_11;f5_txt_val;f5_txt;f6_1;f6_2;f6_3;f6_4;f6_5;f6_6;f6_7;f6_8;f6_9;f6_txt;f7_txt;f8;f9;f10_1;f10_2;f11_1;f11_2;f11_3;f11_4;f11_5;f11_6;f11_7;f11_8;f11_9;f11_10;f11_txt;f12_1;f12_2;f12_3;f12_4;f12_5;f12_6;f12_7;f12_8;f12_9;f13_1;f13_2;f13_3;f14_txt;f15_1;f15_2;f15_3;f15_4;f15_5;f15_6;f15_7;f15_8;f15_9;f15_10;f15_11;f15_12;f15_13;f15_14;f15_15;f15_16;f15_txt_val;f15_txt;f16_1;f16_2;f16_3;f16_4;f16_5;f16_6;f16_7;f16_8;f16_9;f17;f17_Comment;f18_1;f18_2;f18_3;f18_4;f18_5;f18_6;f18_7;f18_8;f18_9;f19_1;f19_2;f19_3;f19_4;f19_5;f19_6;f19_7;f19_8;f19_9;f19_10;f20;f21;f22;f23_1;f23_2;f23_3;f23_4;f24;f25_1;f25_2;f26
37;1;4;1;4;1;1;1;1;1;1;1;1;1;1; ; ;6;3;7;4;2;7;1;1;2;1;1;1;1;1; ; ;1;1;1;1;1;1;1;1;1;1;1; ; ;2;1;2;2;2;2;8;8;2; ; ;2;1;1;1;1;0;0;0;0;0;0;0;0;0; ;0;0;0;1;1;1;0;1;0;5;8;6;Weil ich die Lebensmittel dort beziehe und daher beurteilen kann;1;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0; ; ;1;1;1;2;1;2;2;1;1;0; ;1;8;8;4;1;7;1;3;2;2;2;1;3;1;1;2;1;1;1;3;2;1961;24;21;9; ;"Sport; Reisen; Lesen";D;84066;0
38;1;0;0;2;2;1;2;1;4;2;1;1;3;3; ; ;4;4;4;3;6;6;1;1;1;3;1;1;3;4; ; ;2;2;2;3;4;0;4;4;8;8;8; ; ;1;2;1;8;8;8;8;8;8; ; ;4;4;4;8;1;0;0;0;0;0;0;0;0;0; ;0;1;0;0;1;0;0;1;0;0;0;0; ;4;1;3;3;3;3;3;2;1;1;1;2;1;1;1;4; ; ;1;1;1;8;8;6;7;7;7;-99; ;6;7;6;2;6;8;8;2;4;1;3;1;3;1;1;1;1;1;7;4;2;1978; ; ; ; ; ;D;92637;3
39;1;3;2;2;2;2;2;2;2;2;2;2;2;2; ; ;3;4;6;3;3;2;2;2;2;3;2;1;1;1; ; ;1;1;2;2;2;1;1;1;1;1;1; ; ;2;2;2;2;2;2;1;2;2; ; ;2;2;2;2;1;0;0;0;0;0;0;1;0;0; ;0;1;0;0;1;0;0;1;0;5;8;2; ;2;1;1;1;2;1;2;1;1;1;1;1;1;1;2;2; ; ;1;1;1;1;1;2;4;2;2;-99; ;2;2;6;2;2;5;2;2;5;2;2;1;2;2;3;3;1;2;6;3;1;1959; ; ; ; ;"Joggen; Radfahren; Schwimmen; Wandern";D;89415;0
40;1;8;2;2;1;1;1;2;2;2;2;2;1;2; ; ;7;7;7;7;7;7;2;2;2;7;2;2;2;2; ; ;1;1;1;1;3;1;1;1;1;1;3; ; ;1;1;1;8;8;1;8;8;0; ; ;4;4;3;3;1;1;0;0;0;0;0;0;1;0; ;0;0;0;0;0;0;0;0;0;8;5;6;Gefühl aus dem Bauch;2;4;2;2;2;5;2;5;1;2;4;4;3;2;2;6; ; ;4;4;4;4;4;4;4;4;4;-99;eher keinen Aufschlag;3;6;2;2;2;4;4;4;5;3;4;2;7;3;4;3;2;1;4;3;2;1960; ; ; ; ;"Reisen; Kochen; Schwimmen; Wandern";D;89415;0
41;1;4;3;2;2;1;1;2;2;2;2;3;7;3; ; ;3;4;7;7;7;3;2;3;2;7;2;2;2;1; ; ;1;1;2;2;2;1;2;2;2;2;3; ; ;2;2;2;3;3;2;8;8;8; ; ;2;2;2;2;1;0;0;0;0;0;0;1;0;0; ;0;0;0;0;1;1;1;1;0;6;5;8;Meine Eltern führen einen Demeter-Hof;2;2;1;1;2;7;7;2;7;1;1;1;2;0;1;1; ; ;1;1;1;3;3;3;3;3;5;5; ;3;2;7;3;3;4;2;3;7;2;5;5;4;3;4;2;2;2;3;2;2;1966;12;20;8;7;"Sport; Sprachen";D;86356;0
42;1;10;2;2;1;1;2;3;1;1;3;2;3;2;1;entspannte Atmosphäre;2;3;4;4;5;2;1;2;1;7;1;2;3;1;1;entspannte Atmosphäre;1;3;5;5;7;1;3;3;3;4;4; ; ;3;2;2;2;8;3;8;8;3; ;Essen sollte frischer zubereitet werden und nicht über längere Zeit in Schalen warm gehalten werden. Mehr Qualität statt Quantität!;3;2;3;2;0;0;0;0;0;0;0;1;0;0; ;0;0;0;0;0;0;0;1;0;5;0;0;Nur dieses ist mir bekannt;1;3;1;2;5;6;6;4;3;1;7;1;3;2;1;4; ; ;6;2;2;5;1;4;7;7;5;5; ;7;4;4;3;2;4;3;3;0;3;3;2;3;2;4;2;3;1;2;4;1;1974; ; ; ; ; ;D;33605;6
43;1;2;3;4;2;1;1;1;2;2;2;2;2;2; ; ;5;5;7;6;5;4;1;1;1;5;1;1;3;3; ; ;1;1;3;2;3;2;4;4;1;1;3; ; ;1;2;2;3;1;0;8;8;2; ; ;2;2;5;2;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;1;0;0;1;0;8;0;0; ;1;3;1;1;2;4;4;2;3;1;1;1;2;1;1;5; ; ;1;1;1;3;2;1;5;6;3;-99; ;6;5;7;3;3;4;3;4;5;2;6;1;3;2;4;4;3;2;5;4;1;1967;10; ; ; ;Sport;D;74199;6
44;1;3;3;2;2;2;1;3;2;4;2;2;4;1; ; ;6;7;2;4;3;1;1;1;2;2;1;1;1;2; ; ;1;2;2;1;2;1;2;1;1;3;3; ; ;2;2;4;2;2;2;8;8;2; ;keine Ahnung;3;2;3;2;0;0;0;0;0;0;0;1;0;0; ;0;0;0;0;1;1;1;1;0;6;7;8;Bekanntheit;1;1;1;2;4;4;4;1;7;1;1;2;1;1;2;3;1;Bionahrung ist fair hergestellt / vermarktet;2;1;2;8;2;4;4;6;6;-99; ;7;3;6;3;1;7;2;7;8;3;3;1;2;3;3;2;2;1;2;2;2;1986; ; ; ; ;"Tanzen; Kochen; Essen; Theater; Film";D;10439;0
45;1;3;2;2;2;2;0;3;2;3;2;2;3;3; ; ;3;5;6;3;7;2;3;2;2;6;2;2;2;2; ; ;1;1;2;2;2;1;3;3;2;3;2; ; ;2;2;2;2;2;2;4;4;3; ; ;3;2;2;2;1;0;0;0;0;0;0;1;0;1; ;0;0;0;0;1;1;1;1;0;8;5;6; ;2;2;2;2;2;2;2;2;4;2;2;2;4;1;2;3; ; ;2;2;2;2;2;2;4;4;4;-99; ;2;4;5;5;4;3;3;4;2;2;2;3;3;3;5;3;2;2;5;3;2;1955;19;17; ; ;"Fitnessstudio; Tanzen; Kochen";D;95444;3
46;1;15;3;3;2;2;1;0;3;1;2;2;8;2; ; ;2;1;4;7;6;7;1;1;1;5;1;1;1;1; ; ;1;1;1;1;1;1;1;1;1;1;1; ; ;2;3;1;1;1;1;8;8;2; ;"Mittags: Tomatensaft; Morgens: Kefir, Buttermilch, Sauermilch";2;2;2;2;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;1;0;0;1;0;8;5;9;eigentlich nicht begründbar, wahrscheinlich am häufigsten gesehen;2;1;2;1;1;1;2;2;8;1;1;1;8;8;8;5; ; ;1;1;1;1;1;1;8;1;1;10; ;1;1;7;8;1;4;8;7;7;1;7;1;1;1;1;1;1;1;1;4;2;1960;15; ; ; ;"Musik; Lesen; Sport; Shoppen";D;71134;0
47;1;2;3;1;1;1;1;1;1;1;1;2;3;1; ; ;2;2;5;2;5;1;2;2;2;2;2;1;2;2; ; ;2;1;2;2;1;2;1;2;2;2;2; ; ;1;1;2;2;2;2;2;2;1; ;Nichts;2;2;2;2;1;0;0;0;0;0;0;1;0;1; ;0;0;0;0;1;1;0;1;0;6;5;8;bekannt aus Reformhaus und Bioläden;2;2;1;1;2;3;3;1;4;1;1;3;1;2;2;4; ; ;1;1;1;2;2;2;3;3;3;-99; ;3;2;4;2;2;5;3;2;5;3;4;2;1;2;5;2;2;1;2;2;2;1964;8; ; ; ; ;D;77815;4
48;1;1;3;3;2;1;1;2;2;3;2;4;8;2; ; ;6;4;8;8;7;5;4;1;1;4;1;1;1;1; ; ;1;1;1;1;3;2;1;1;4;1;6; ; ;2;3;4;4;5;2;8;8;8; ;Nicht Masse sondern Klasse (nicht erkennbar);1;1;1;1;1;0;0;0;0;0;0;1;0;1;Reisebüro;0;0;0;0;0;0;0;0;0;6;5;9;Weil Sie die strengsten Qualitätsanforderungen stellen Bio~=Bio!;2;3;1;1;4;8;8;3;8;1;4;1;1;1;1;4; ; ;1;1;1;1;1;2;5;1;1;5;"Wer ist schon bereit ""freiwillig"" mehr zu zahlen";6;2;7;7;2;7;2;2;7;2;4;3;4;8;8;4;2;4;6;4;1;1961;17;15; ; ;"Joggen; Radfahren";D;97980;6
49;1;15;3;2;2;2;2;2;2;1;2;2;3;2; ; ;3;3;5;5;2;1;1;1;1;2;1;1;1;1; ; ;1;1;1;1;2;1;1;1;2;1;2; ; ;1;2;2;2;1;1;2;2;2; ;"Salate; Gemüstesticks; Quark mit Obst";2;1;1;1;1;0;0;0;0;0;0;1;0;1; ;1;0;0;0;1;1;1;1;0;8;7;6;Gute Erfahrungswerte;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1; ; ;1;1;1;1;1;1;3;1;2;0;Bio ist morgen Pflichtprogramm! und kein Extra;2;5;7;5;1;7;1;2;4;2;2;1;2;2;1;1;1;1;4;4;1;1965;10;8;3; ;ROBINSON (Sport, Erholung...Gutes Essen);D;90513;6
50;1;0;0;3;2;1;1;3;1;2;2;3;2;2; ; ;5;5;5;5;5;0;1;1;1;4;2;1;1;1;1;Sportangebote für Anfänger;0;1;1;1;1;2;1;1;8;1;5; ; ;0;4;3;4;4;1;8;8;3; ;Ich wünsche mir mehr Frische, keine Tetra Packungen u. weniger aufgewärmte Gerichte. Dann lieber das Angebot kleiner.;2;1;1;1;1;0;0;0;0;0;0;0;0;1; ;0;0;0;0;1;1;0;1;0;6;5;0;Kontrollierte Ware + Anbauweise;1;1;1;1;1;0;0;1;0;0;1;1;1;1;1;0; ; ;1;1;1;1;1;1;0;1;1;-99; ;4;1;0;5;1;7;1;1;7;1;1;1;7;3;0;1;1;2;4;2;2;1962;16;17; ; ;"Bewegung an der frischen Luft; Lesen; Ernährung; gesund Kochen";D;97980;6
51;1;25;2;3;2;2;2;1;1;2;1;2;4;2; ; ;1;1;2;3;2;3;1;1;1;1;1;1;2;2; ; ;1;1;1;2;2;1;1;1;1;2;2; ; ;2;2;2;2;3;2;8;8;2; ;"Hinweis auf Herkunft (regional?); Hinweis auf Bioprodukte,...";4;2;2;8;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;1;0;0;1;0;8;5;0; ;2;1;1;1;2;5;5;3;5;1;1;1;1;1;3;3; ; ;2;1;2;2;1;1;3;3;3;20; ;3;3;6;3;2;3;5;3;8;2;3;3;1;4;1;2;2;2;6;2;2;1967; ; ; ; ;"Tauchen; Fotografieren; Singen; Feng Shui";D;93105;6
52;1;4;2;1;1;1;1;1;1;2;1;4;5;4; ; ;3;4;4;7;7;7;5;2;4;7;1;4;4;3; ; ;2;2;3;4;7;5;5;7;3;3;3; ; ;2;2;2;3;4;2;8;8;2; ; ;4;3;4;2;0;0;0;0;0;0;0;1;0;0; ;0;0;0;0;1;0;0;1;0;8;5;0; ;4;4;2;2;2;5;5;3;2;2;2;5;3;2;1;6; ; ;7;3;3;4;2;7;7;7;7;0; ;4;7;2;1;5;5;6;6;4;4;3;6;2;2;2;2;5;5;7;4;2;1972;2;1;1; ; ;D;81825;6
53;1;2;2;2;3;3;2;2;2;2;1;8;3;2; ; ;6;6;1;1;0;2;0;2;2;7;2;2;4;3; ; ;1;1;3;5;5;3;6;2;2;3;3; ; ;1;1;3;5;5;2;6;6;2; ; ;4;2;2;2;0;0;0;0;0;0;0;0;0;1; ;0;0;0;0;1;1;0;1;0;8;6;5;EU-Siegel;4;4;2;2;4;4;4;2;1;1;3;4;2;2;2;5; ; ;7;1;1;3;1;1;5;6;3;4; ;7;6;6;2;3;3;6;6;5;3;3;4;6;3;3;4;4;2;6;4;1;0;2;1;1; ;Langstreckenlauf;D;81825;6
54;1;25;3;8;8;3;3;8;2;8;8;8;8;8; ; ;0;0;2;0;0;1;1;0;1;0;0;1;1;0; ; ;1;1;1;1;1;0;1;1;1;1;3; ; ;2;2;1;1;1;2;3;3;3; ; ;3;1;1;1;1;0;0;0;0;0;0;0;0;0; ;0;1;0;0;1;0;0;1;0;8;0;0; ;3;1;1;2;8;8;8;8;8;1;1;0;1;1;1;3; ; ;1;1;1;3;1;1;7;4;7;-99; ;7;2;2;7;3;4;7;4;3;1;4;1;8;1;1;1;1;1;8;4;2;0;36;20; ; ;Sport;D;40599;6
55;1;4;3;1;1;2;1;1;1;1;1;1;1;1; ; ;2;1;7;2;3;7;3;2;2;3;1;2;3;2; ; ;1;1;2;1;2;1;2;3;2;3;2; ; ;1;1;2;2;2;1;1;1;1; ;nichts;4;3;3;2;1;0;0;0;0;0;0;1;0;0; ;0;1;0;0;1;0;0;1;0;8;2;5; ;1;1;1;1;3;3;2;2;2;2;1;3;1;1;3;3; ; ;2;2;2;3;3;3;4;3;3;-99; ;3;3;2;2;3;3;8;7;1;2;2;1;4;2;5;2;2;3;0;2;2;1966;11; ; ; ;"Nordic Walking; Yoga; Freunde treffen; Reien; Fussball";D;91623;5
56;1;10;1;1;2;2;0;2;3;2;2;2;2;2; ; ;4;4;4;4;3;5;2;2;1;2;2;2;4;2; ; ;1;1;2;3;6;2;3;1;1;2;2; ; ;2;1;2;2;6;2;3;1;2; ; ;4;2;3;2;1;0;0;0;1;0;0;0;1;1; ;0;0;0;0;1;1;0;1;0;6;5;8; ;4;1;1;1;4;4;4;2;5;1;5;3;1;1;1;5; ; ;1;4;2;4;2;1;4;5;5;10; ;2;1;7;1;2;3;2;3;1;2;2;2;4;1;1;1;2;1;5;4;2;1961; ; ; ; ; ;D;10961;3
57;1;12;2;2;1;1;1;3;2;2;2;2;1;1; ; ;1;1;1;1;7;4;1;1;1;3;1;1;1;2; ; ;1;1;1;1;3;1;1;1;1;1;5; ; ;2;3;2;3;8;3;8;8;2; ; ;2;1;1;1;0;0;0;0;0;0;0;1;0;1;Reisebüro;0;0;0;0;1;1;0;1;0;8;5;6; ;1;2;1;1;2;2;2;1;3;1;2;1;1;1;1;3; ; ;2;1;1;3;1;1;3;3;3;-99; ;4;2;5;3;1;7;1;3;7;3;2;1;2;1;3;1;2;1;6;2;2;1971; ; ; ; ;"Reiten, Tennis; Wellfit; Tanzen";D;4157;5
58;1;7;2;3;2;2;2;2;2;2;2;2;4;2; ; ;3;2;6;3;2;6;2;2;2;3;3;2;2;2; ; ;1;1;1;1;2;2;2;2;1;2;5; ; ;2;2;2;2;2;2;2;2;2; ; ;2;2;2;2;1;0;0;0;0;0;0;1;1;0; ;1;0;0;0;1;0;0;1;0;8;5;1; ;3;2;2;2;2;2;2;2;3;2;2;2;3;2;2;2; ; ;2;2;2;2;2;3;5;3;3;-99; ;4;4;4;2;2;2;3;3;2;2;3;4;4;2;4;3;2;2;6;4;1;1967;9;6; ; ;"Golf; Tennis";D;97225;0
59;1;9;3;2;2;1;1;1;2;1;2;2;4;1; ; ;3;2;3;6;0;3;3;1;2;3;1;1;1;1; ; ;1;1;1;1;1;2;2;1;2;2;2; ; ;1;1;1;2;1;2;8;8;1; ;Keine Wünsche;3;2;3;2;1;0;0;0;0;0;0;1;0;0; ;0;0;0;0;1;1;0;1;0;5;8;6; ;2;2;2;2;5;5;0;4;3;1;3;3;4;2;1;3; ; ;1;1;1;3;2;1;5;4;3;-99; ;6;5;3;2;3;5;5;3;4;4;6;2;3;3;4;3;3;3;2;3;1;1964;14;9; ; ;Biken;D;76;4
60;1;6;3;0;1;1;1;3;4;3;2;2;8;8; ; ;2;2;4;4;4;4;2;1;1;4;1;1;3;1; ; ;1;1;3;4;4;1;2;1;2;8;0; ; ;3;2;0;3;3;3;4;4;2; ; ;2;1;3;1;0;0;0;0;0;0;0;1;0;1; ;0;0;0;0;1;1;0;1;0;0;0;0; ;3;3;1;1;4;4;4;4;2;2;1;4;4;1;2;3; ; ;2;1;1;1;1;4;4;4;4;-99; ;4;3;5;5;3;6;3;1;6;4;2;2;4;4;4;2;2;1;0;4;2;1963;4;2; ; ; ;D;65719;0
61;1;5;1;2;1;1;1;1;2;2;1;2;2;1; ; ;4;4;3;1;5;5;1;1;1;2;1;2;3;2; ; ;1;1;3;3;2;2;1;2;1;1;2; ; ;1;1;1;2;8;1;8;8;1; ; ;4;3;3;3;0;0;0;0;0;0;0;0;0;1; ;0;0;0;0;0;0;1;1;0;8;7;0; ;2;1;1;1;3;3;7;3;4;1;2;3;1;1;1;3; ; ;2;1;2;2;2;2;7;7;2;-99; ;5;6;3;2;3;3;5;5;4;1;2;1;4;2;3;2;2;2;5;4;2;1971; ; ; ; ;"Sport; Kultur";A;1170;3
62;1;5;1;1;1;1;8;1;1;1;1;1;2;1; ; ;4;4;1;1;7;3;1;1;1;1;1;1;3;2; ; ;1;1;1;1;2;1;1;1;1;1;1; ; ;1;1;1;1;8;1;8;8;1; ; ;4;2;3;8;0;0;0;0;0;0;0;0;0;1; ;0;0;0;0;0;1;0;1;0;6;8;0; ;8;1;1;1;7;1;7;1;3;1;1;1;1;1;1;7; ; ;1;1;1;2;1;4;7;7;7;-99; ;7;6;6;1;8;1;8;4;8;1;1;1;4;1;4;1;1;1;7;4;2;1974; ; ; ; ;"Laufen; Tauchen; Biken; Wandern";A;3300;4
63;1;7;2;1;2;2;2;1;2;2;1;2;3;2; ; ;3;3;6;5;5;2;1;1;2;4;2;2;2;2; ; ;1;1;2;2;2;2;2;5;2;4;3; ; ;1;2;2;2;2;1;8;8;2; ;Gutes Mischbrot;4;4;4;4;1;0;0;0;0;0;0;1;0;0; ;0;0;0;0;1;1;0;0;1;5;8;0;Nichts schlechtes gehört;4;4;2;3;4;4;4;4;3;2;4;4;2;1;2;5; ; ;4;2;2;6;3;2;6;6;6;0; ;6;5;6;2;2;5;4;3;2;2;5;3;4;3;4;3;2;2;5;4;1;1946;32;30; ; ;"Sport; Lesen; Reisen";D;86168;6
64;1;13;3;0;2;1;2;2;2;2;2;1;1;1; ; ;2;2;3;3;3;2;2;2;2;2;2;1;2;2; ; ;2;2;1;1;1;1;1;1;1;2;2; ; ;2;2;2;8;8;2;8;8;2; ; ;3;2;2;2;1;0;0;0;0;0;0;1;0;0; ;0;0;0;0;1;1;0;1;0;8;5;6;Sind als Marke bekannt;2;2;1;1;2;3;3;2;2;1;1;1;1;1;2;2; ; ;2;2;2;2;2;2;3;2;3;-99; ;3;2;7;2;2;6;2;2;6;3;2;2;2;2;3;3;2;2;3;3;1;1966;4; ; ; ; ;D;94152;0
65;1;13;3;3;1;1;1;3;3;2;3;4;6;4; ; ;3;2;7;6;4;2;1;1;1;5;1;2;2;4; ; ;2;1;3;2;1;2;3;4;2;3;3; ; ;2;2;4;3;3;2;3;4;2; ;"mehr ellfit-Angebote; Kennzeichnung von Bio-Kost; mehr Vollkorn Produkte";2;1;2;2;1;0;0;0;0;0;0;1;0;1; ;0;0;0;0;1;0;0;1;0;8;5;7;"geprüfte Qualität; gute selbstgetestete Qualität";2;2;2;2;3;4;4;3;4;2;2;3;3;5;3;3; ; ;2;1;1;3;2;3;4;4;4;0; ;7;6;7;3;3;3;2;4;4;3;4;2;5;2;2;3;3;1;7;2;2;1972;4; ; ; ; ;D;94152;0
66;1;11;3;3;2;1;1;2;2;3;2;2;8;2; ; ;3;3;6;5;1;6;1;3;1;3;2;2;3;3; ; ;1;1;3;2;3;1;3;1;1;2;2; ; ;2;1;2;2;3;2;8;8;2; ;Mehr Snacks zwischendurch;3;3;2;2;1;0;0;0;0;0;0;1;0;0; ;0;1;0;0;1;0;0;1;0;8;5;2; ;3;1;1;1;2;3;3;2;7;1;1;2;1;1;1;3; ; ;3;2;1;3;1;2;3;2;2;0; ;3;7;2;2;3;3;2;5;1;1;2;3;5;2;3;2;2;2;7;4;1;1967;10;9;1; ;"Radfahren; Berg; Skifahren";D;83416;0
67;1;9;1;2;1;3;2;4;2;5;3;2;6;4; ; ;6;6;6;4;7;7;5;4;1;7;3;6;7;4; ; ;2;2;4;6;6;2;6;1;2;6;6; ; ;2;2;3;4;3;2;8;8;3; ; ;4;3;6;6;0;0;0;0;0;0;0;1;0;0; ;0;0;0;0;1;1;0;1;0;8;6;5;Wei ich sie kenne;2;4;1;1;4;7;7;7;5;1;1;4;1;1;6;4; ; ;7;4;4;4;1;1;4;7;7;1; ;7;5;7;2;5;2;7;7;6;4;4;4;2;2;3;4;3;2;7;4;1;1959; ; ; ; ; ; ;0;0
68;1;6;3;1;1;1;1;1;1;1;1;1;1;1; ; ;2;2;2;2;3;3;0;1;1;3;1;1;1;1; ; ;1;1;1;1;1;1;1;1;1;1;1; ; ;1;1;1;1;1;1;1;1;1; ; ;3;2;1;1;1;0;0;0;0;0;0;0;0;0; ;0;1;0;0;1;0;0;1;0;8;5;2; ;2;2;1;2;3;3;3;1;6;3;1;1;1;1;1;1; ; ;1;1;1;1;1;1;3;2;1;10; ;2;2;2;1;2;1;2;3;5;2;1;2;7;3;2;2;2;2;2;4;1;1966;19;12; ; ; ;D;69126;6
69;1;4;2;3;1;1;2;2;2;1;1;3;8;1; ; ;2;2;3;2;5;1;1;1;1;6;1;1;1;2; ; ;1;1;1;1;1;1;1;1;1;2;1; ; ;2;2;2;2;1;1;8;8;2; ;Beschriftung der Speisen, man wois gern was man isst, vor allem Speisen die man noch nie gegessen hat.;2;1;2;2;1;0;0;0;0;0;0;1;0;0; ;0;0;0;0;1;1;0;1;0;6;5;8;Bauchgefühl;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;3; ; ;1;1;1;1;1;2;4;2;2;-99; ;2;3;7;3;1;4;2;3;4;3;2;1;6;4;4;5;2;4;7;3;1;1968; ; ; ; ;"Tanzen; PC; E-Sport";D;76571;5
70;1;10;3;3;1;1;1;1;1;1;1;3;3;1; ; ;4;3;5;3;3;3;1;1;1;2;1;1;1;3; ; ;1;1;2;2;1;1;2;2;1;1;1; ; ;1;1;1;1;2;1;2;2;1; ; ;2;1;2;1;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;1;1;1;1;0;5;6;7; ;2;3;1;1;3;3;2;1;1;1;3;3;1;1;1;3; ; ;3;1;1;3;1;5;5;5;5;0; ;3;5;7;1;1;5;1;1;1;1;3;1;5;1;3;1;3;1;7;4;1;1965;8;5; ; ; ;D;82223;6
71;1;4;2;3;1;1;2;2;2;2;2;2;8;2; ; ;4;2;5;5;3;3;1;1;1;7;2;2;2;2; ; ;1;1;2;2;2;2;2;2;2;2;2; ; ;2;2;3;8;8;2;8;8;2; ;Beschriftung der Speisen nur teilweise vorhanden;3;2;2;2;1;0;0;0;0;0;0;0;0;0; ;0;0;0;0;1;1;0;1;0;6;5;8;Bauchgefühl;1;1;1;1;2;5;5;5;5;1;1;2;1;1;1;2; ; ;2;1;1;1;1;2;3;1;2;-99; ;2;3;7;2;2;4;2;2;4;1;5;1;5;2;3;1;1;1;4;4;2;1979; ; ; ; ;"Tanzen; Fitnessstudio; Wandern; Urlaub";D;76571;5
72;1;0;0;3;2;1;1;3;1;8;2;3;8;2; ; ;3;2;4;3;4;7;3;2;1;3;1;1;1;2; ; ;1;1;1;1;1;1;1;1;1;1;2; ; ;2;1;1;2;4;2;8;8;1; ;eigentlich nichts;2;1;1;1;1;0;0;0;0;0;0;1;0;1; ;0;0;0;0;1;1;1;1;0;6;7;5;Am wenigsten EU Siegel;4;4;1;1;1;1;2;2;3;1;4;2;2;2;2;3; ; ;1;1;1;3;2;2;3;3;2;10; ;7;1;7;1;1;7;3;1;7;1;1;1;1;1;1;1;1;1;1;3;1;1962;8; ; ; ;"Joggen; Tennis; Meditation";D;90;0
